event,T0_tx_rise_s,T1_rx1_rise_s,T2_rx2_rise_s,T1-T0_us,T2-T0_us,T2-T1_us,status
1126,610.241241550,610.249645110,610.249647040,8403.560,8405.490,1.930,ok
1127,610.783334600,610.791793720,610.791745080,8459.120,8410.480,48.640,ok
1128,611.325429770,611.333830880,611.333832960,8401.110,8403.190,2.080,ok
1129,611.867561040,611.875981410,611.875981200,8420.370,8420.160,0.210,ok
1130,612.409570710,612.417977210,612.417973800,8406.500,8403.090,3.410,ok
1131,612.951656340,612.960057320,612.960062050,8400.980,8405.710,4.730,ok
1132,613.493675250,613.502082610,613.502079960,8407.360,8404.710,2.650,ok
1133,614.035713380,614.044118200,614.044118020,8404.820,8404.640,0.180,ok
1134,614.577867940,614.586273520,614.586270930,8405.580,8402.990,2.590,ok
1135,615.119998920,615.128408770,615.128409030,8409.850,8410.110,0.260,ok
1136,615.662082420,615.670484300,615.670486770,8401.880,8404.350,2.470,ok
1137,616.204221530,616.212619130,616.212620060,8397.600,8398.530,0.930,ok
1138,616.746436840,616.754895260,616.754843050,8458.420,8406.210,52.210,ok
1139,617.288455500,617.296860480,617.296861170,8404.980,8405.670,0.690,ok
1140,617.830549730,617.838950770,617.838948720,8401.040,8398.990,2.050,ok
1141,618.372588310,618.380991660,618.380991970,8403.350,8403.660,0.310,ok
1142,618.914656150,618.923061900,618.923059960,8405.750,8403.810,1.940,ok
1143,619.456791620,619.465191750,619.465249280,8400.130,8457.660,57.530,ok
1144,619.998938060,620.007342430,620.007341090,8404.370,8403.030,1.340,ok
1145,620.540959160,620.549362940,620.549359010,8403.780,8399.850,3.930,ok
1146,621.083022870,621.091428170,621.091427220,8405.300,8404.350,0.950,ok
1147,621.625036060,621.633487910,621.633440040,8451.850,8403.980,47.870,ok
1148,622.167043990,622.175448740,622.175447990,8404.750,8404.000,0.750,ok
1149,622.709140150,622.717544210,622.717545730,8404.060,8405.580,1.520,ok
1150,623.251270400,623.259679950,623.259678890,8409.550,8408.490,1.060,ok
1151,623.793351080,623.801755340,623.801756770,8404.260,8405.690,1.430,ok
1152,624.335521180,624.343920570,624.343919790,8399.390,8398.610,0.780,ok
1153,624.877590150,624.885995710,624.885992860,8405.560,8402.710,2.850,ok
1154,625.419635000,625.428041410,625.428040790,8406.410,8405.790,0.620,ok
1155,625.961797840,625.970201860,625.970198720,8404.020,8400.880,3.140,ok
1156,626.503858230,626.512297090,626.512261860,8438.860,8403.630,35.230,ok
1157,627.045880430,627.054282700,627.054284890,8402.270,8404.460,2.190,ok
1158,627.588003940,627.596407910,627.596407640,8403.970,8403.700,0.270,ok
1159,628.130066740,628.138473350,628.138470780,8406.610,8404.040,2.570,ok
1160,628.672113290,628.680518720,628.680518840,8405.430,8405.550,0.120,ok
1161,629.214201910,629.222604070,629.222607060,8402.160,8405.150,2.990,ok
1162,629.756291140,629.764694350,629.764694600,8403.210,8403.460,0.250,ok
1163,630.298372940,630.306774910,630.306777400,8401.970,8404.460,2.490,ok
1164,630.840505950,630.848910190,630.848910740,8404.240,8404.790,0.550,ok
1165,631.382592980,631.391062630,631.390998760,8469.650,8405.780,63.870,ok
1166,631.924650920,631.933055700,631.933051700,8404.780,8400.780,4.000,ok
1167,632.466834330,632.475236330,632.475239620,8402.000,8405.290,3.290,ok
1168,633.008942270,633.017346750,633.017347630,8404.480,8405.360,0.880,ok
1169,633.550985740,633.559391620,633.559390190,8405.880,8404.450,1.430,ok
1170,634.093163510,634.101566580,634.101568830,8403.070,8405.320,2.250,ok
1171,634.635277500,634.643677830,634.643676250,8400.330,8398.750,1.580,ok
1172,635.177353750,635.185758260,635.185754520,8404.510,8400.770,3.740,ok
1173,635.719531320,635.727933690,635.727932480,8402.370,8401.160,1.210,ok
1174,636.261640070,636.270044080,636.270045110,8404.010,8405.040,1.030,ok
1175,636.803728870,636.812133180,636.812133830,8404.310,8404.960,0.650,ok
1176,637.345915140,637.354319710,637.354316380,8404.570,8401.240,3.330,ok
1177,637.887953200,637.896359640,637.896359700,8406.440,8406.500,0.060,ok
1178,638.429954330,638.438355260,638.438357410,8400.930,8403.080,2.150,ok
1179,638.972047980,638.980450850,638.980450440,8402.870,8402.460,0.410,ok
1180,639.514108600,639.522511090,639.522513410,8402.490,8404.810,2.320,ok
1181,640.056144540,640.064546570,640.064546370,8402.030,8401.830,0.200,ok
1182,640.598302670,640.606706780,640.606704380,8404.110,8401.710,2.400,ok
1183,641.140419500,641.148822470,641.148822280,8402.970,8402.780,0.190,ok
1184,641.682453510,641.690857460,641.690855230,8403.950,8401.720,2.230,ok
1185,642.224532630,642.232937890,642.232933400,8405.260,8400.770,4.490,ok
1186,642.766614380,642.775018270,642.775020860,8403.890,8406.480,2.590,ok
1187,643.308613690,643.317018480,643.317014310,8404.790,8400.620,4.170,ok
1188,643.850776170,643.859184170,643.859182230,8408.000,8406.060,1.940,ok
1189,644.392960520,644.401364020,644.401365300,8403.500,8404.780,1.280,ok
1190,644.934990060,644.943394460,644.943392260,8404.400,8402.200,2.200,ok
1191,645.477075280,645.485479950,645.485476300,8404.670,8401.020,3.650,ok
1192,646.019081710,646.027485360,646.027484100,8403.650,8402.390,1.260,ok
1193,646.561087630,646.569490790,646.569492050,8403.160,8404.420,1.260,ok
1194,647.103226450,647.111702670,647.111635110,8476.220,8408.660,67.560,ok
1195,647.645236900,647.653641530,647.653643340,8404.630,8406.440,1.810,ok
1196,648.187291520,648.195696970,648.195696300,8405.450,8404.780,0.670,ok
1197,648.729416390,648.737822210,648.737818910,8405.820,8402.520,3.300,ok
1198,649.271538400,649.279942500,649.279941830,8404.100,8403.430,0.670,ok
1199,649.813588430,649.821992960,649.821990390,8404.530,8401.960,2.570,ok
1200,650.355778760,650.364183350,650.364183240,8404.590,8404.480,0.110,ok
1201,650.897904900,650.906308700,650.906311190,8403.800,8406.290,2.490,ok
1202,651.440001890,651.448404290,651.448404070,8402.400,8402.180,0.220,ok
1203,651.982162530,651.990563290,651.990561920,8400.760,8399.390,1.370,ok
1204,652.524261390,652.532664560,652.532722640,8403.170,8461.250,58.080,ok
1205,653.066287800,653.074690440,653.074693200,8402.640,8405.400,2.760,ok
1206,653.608411770,653.616815430,653.616816030,8403.660,8404.260,0.600,ok
1207,654.150471970,654.158875540,654.158873920,8403.570,8401.950,1.620,ok
1208,654.692521950,654.700926010,654.700922000,8404.060,8400.050,4.010,ok
1209,655.234633800,655.243036530,655.243034830,8402.730,8401.030,1.700,ok
1210,655.776713100,655.785116970,655.785117840,8403.870,8404.740,0.870,ok
1211,656.318747030,656.327147130,656.327150840,8400.100,8403.810,3.710,ok
1212,656.860891520,656.869292800,656.869293960,8401.280,8402.440,1.160,ok
1213,657.402961990,657.411367960,657.411366630,8405.970,8404.640,1.330,ok
1214,657.945019540,657.953481490,657.953424980,8461.950,8405.440,56.510,ok
1215,658.487178800,658.495583390,658.495582710,8404.590,8403.910,0.680,ok
1216,659.029257410,659.037669340,659.037670630,8411.930,8413.220,1.290,ok
1217,659.571235890,659.579639300,659.579638650,8403.410,8402.760,0.650,ok
1218,660.113293450,660.121694590,660.121696690,8401.140,8403.240,2.100,ok
1219,660.655369060,660.663779980,660.663779420,8410.920,8410.360,0.560,ok
1220,661.197389770,661.205790250,661.205792550,8400.480,8402.780,2.300,ok
1221,661.739525910,661.747925550,661.747925410,8399.640,8399.500,0.140,ok
1222,662.281609350,662.290016170,662.290013640,8406.820,8404.290,2.530,ok
1223,662.823652820,662.832005970,662.832056830,8353.150,8404.010,50.860,ok
1224,663.365794990,663.374216740,663.374214520,8421.750,8419.530,2.220,ok
1225,663.907881000,663.916285750,663.916287710,8404.750,8406.710,1.960,ok
1226,664.449924150,,664.458325590,,8401.440,,missing_rx1
1227,664.992088030,665.000491260,665.000493530,8403.230,8405.500,2.270,ok
1228,665.534155950,665.542556970,665.542561550,8401.020,8405.600,4.580,ok
1229,666.076205710,666.084608500,666.084609220,8402.790,8403.510,0.720,ok
1230,666.618329360,666.626733500,666.626732760,8404.140,8403.400,0.740,ok
1231,667.160410490,667.168814090,667.168815450,8403.600,8404.960,1.360,ok
1232,667.702504250,667.710904450,667.710903350,8400.200,8399.100,1.100,ok
1233,668.244632980,668.253034570,668.253036370,8401.590,8403.390,1.800,ok
1234,668.786671530,668.795075060,668.795074450,8403.530,8402.920,0.610,ok
1235,669.328651290,669.337055400,669.337052600,8404.110,8401.310,2.800,ok
1236,669.870779370,669.879185880,669.879185330,8406.510,8405.960,0.550,ok
1237,670.412864210,670.421270690,670.421268340,8406.480,8404.130,2.350,ok
1238,670.954928510,670.963331720,670.963331440,8403.210,8402.930,0.280,ok
1239,671.497054750,671.505456980,671.505454010,8402.230,8399.260,2.970,ok
1240,672.039149590,672.047546890,672.047605010,8397.300,8455.420,58.120,ok
1241,672.581208320,672.589612450,672.589610370,8404.130,8402.050,2.080,ok
1242,673.123394590,673.131798090,673.131797930,8403.500,8403.340,0.160,ok
1243,673.665473310,673.673936700,673.673876120,8463.390,8402.810,60.580,ok
1244,674.207496540,674.215898340,674.215899080,8401.800,8402.540,0.740,ok
1245,674.749625130,674.758028660,674.758026930,8403.530,8401.800,1.730,ok
1246,675.291692590,675.300099090,675.300094020,8406.500,8401.430,5.070,ok
1247,675.833780090,675.842184360,675.842182890,8404.270,8402.800,1.470,ok
1248,676.375893550,676.384294870,676.384362540,8401.320,8468.990,67.670,ok
1249,676.917997050,676.926409910,676.926409000,8412.860,8411.950,0.910,ok
1250,677.460028410,677.468430510,677.468431730,8402.100,8403.320,1.220,ok
1251,678.002194870,678.010595860,678.010600210,8400.990,8405.340,4.350,ok
1252,678.544328310,678.552788850,678.552732810,8460.540,8404.500,56.040,ok
1253,679.086391270,679.094796800,679.094795890,8405.530,8404.620,0.910,ok
1254,679.628540300,679.636941930,679.636943740,8401.630,8403.440,1.810,ok
1255,680.170606840,680.179012060,680.179011760,8405.220,8404.920,0.300,ok
1256,680.712655740,,680.721126300,,8470.560,,missing_rx1
1257,681.254766780,681.263169760,681.263168050,8402.980,8401.270,1.710,ok
1258,681.796859840,681.805264840,681.805265890,8405.000,8406.050,1.050,ok
1259,682.338848550,682.347250200,682.347253760,8401.650,8405.210,3.560,ok
1260,682.880972550,682.889375560,682.889376670,8403.010,8404.120,1.110,ok
1261,683.423017090,683.431479990,683.431419500,8462.900,8402.410,60.490,ok
1262,683.965071880,683.973476130,683.973477450,8404.250,8405.570,1.320,ok
1263,684.507204630,684.515611660,684.515610650,8407.030,8406.020,1.010,ok
1264,685.049202130,685.057607160,685.057608870,8405.030,8406.740,1.710,ok
1265,685.591232560,685.599637040,685.599636650,8404.480,8404.090,0.390,ok
1266,686.133328750,686.141732230,686.141734560,8403.480,8405.810,2.330,ok
1267,686.675402730,686.683808110,686.683873780,8405.380,8471.050,65.670,ok
1268,687.217400200,687.225803200,687.225805520,8403.000,8405.320,2.320,ok
1269,687.759518910,687.767923750,687.767922660,8404.840,8403.750,1.090,ok
1270,688.301597510,688.310023690,688.310001570,8426.180,8404.060,22.120,ok
1271,688.843610010,688.852008810,688.852014660,8398.800,8404.650,5.850,ok
1272,689.385718630,689.394124470,689.394122260,8405.840,8403.630,2.210,ok
1273,689.927813880,689.936220040,689.936220500,8406.160,8406.620,0.460,ok
1274,690.469860480,690.478260310,690.478262970,8399.830,8402.490,2.660,ok
1275,691.011977870,691.020380570,691.020381470,8402.700,8403.600,0.900,ok
1276,691.554072390,691.562476020,691.562474430,8403.630,8402.040,1.590,ok
1277,692.096034500,692.104436230,692.104437320,8401.730,8402.820,1.090,ok
1278,692.638176770,692.646576560,692.646575150,8399.790,8398.380,1.410,ok
1279,693.180273740,693.188658290,693.188673000,8384.550,8399.260,14.710,ok
1280,693.722316610,693.730717290,693.730721140,8400.680,8404.530,3.850,ok
1281,694.264456440,694.272854930,694.272859180,8398.490,8402.740,4.250,ok
1282,694.806528350,694.814932750,694.814932380,8404.400,8404.030,0.370,ok
1283,695.348556650,695.356958070,695.356960020,8401.420,8403.370,1.950,ok
1284,695.890633640,,,,,,missing_rx1_rx2
1285,696.432708570,696.441118340,696.441115490,8409.770,8406.920,2.850,ok
1286,696.974713270,696.983119200,696.983118570,8405.930,8405.300,0.630,ok
1287,697.516861010,697.525264680,697.525266620,8403.670,8405.610,1.940,ok
1288,698.058911300,698.067314780,698.067314760,8403.480,8403.460,0.020,ok
1289,698.600889310,698.609295020,698.609292900,8405.710,8403.590,2.120,ok
1290,699.142995400,699.151395200,699.151395660,8399.800,8400.260,0.460,ok
1291,699.685056580,699.693460600,699.693458800,8404.020,8402.220,1.800,ok
1292,700.227085380,700.235490890,700.235486500,8405.510,8401.120,4.390,ok
1293,700.769215700,700.777621420,700.777677760,8405.720,8462.060,56.340,ok
1294,701.311288460,701.319691280,701.319687510,8402.820,8399.050,3.770,ok
1295,701.853365630,701.861772020,701.861770910,8406.390,8405.280,1.110,ok
1296,702.395478430,702.403882260,702.403892760,8403.830,8414.330,10.500,ok
1297,702.937530310,702.945938010,702.945936390,8407.700,8406.080,1.620,ok
1298,703.479548360,703.487952810,703.487949460,8404.450,8401.100,3.350,ok
1299,704.021629450,704.030033400,704.030032510,8403.950,8403.060,0.890,ok
1300,704.563674160,704.572078450,704.572080500,8404.290,8406.340,2.050,ok
1301,705.105676290,705.114079190,705.114078530,8402.900,8402.240,0.660,ok
1302,705.647789210,705.656194090,705.656257810,8404.880,8468.600,63.720,ok
1303,706.189788160,706.198194670,706.198194230,8406.510,8406.070,0.440,ok
1304,706.731768080,706.740236810,706.740172350,8468.730,8404.270,64.460,ok
1305,707.273842250,707.282245280,707.282245190,8403.030,8402.940,0.090,ok
1306,707.815827690,707.824230400,707.824233320,8402.710,8405.630,2.920,ok
1307,708.357810400,708.366210900,708.366211440,8400.500,8401.040,0.540,ok
1308,708.899900610,708.908306250,708.908304320,8405.640,8403.710,1.930,ok
1309,709.441960940,709.450366530,709.450367330,8405.590,8406.390,0.800,ok
1310,709.984049200,709.992452090,709.992450570,8402.890,8401.370,1.520,ok
1311,710.526197780,710.534602080,710.534603430,8404.300,8405.650,1.350,ok
1312,711.068250690,711.076657200,711.076656350,8406.510,8405.660,0.850,ok
1313,711.610220110,711.618622960,711.618624360,8402.850,8404.250,1.400,ok
1314,712.152312730,712.160713000,712.160716280,8400.270,8403.550,3.280,ok
1315,712.694409250,712.702813500,712.702815590,8404.250,8406.340,2.090,ok
1316,713.236450730,713.244853860,713.244853200,8403.130,8402.470,0.660,ok
1317,713.778595870,713.786999070,713.787005450,8403.200,8409.580,6.380,ok
1318,714.320617720,714.329024450,714.329024240,8406.730,8406.520,0.210,ok
1319,714.862623620,714.871024580,714.871025870,8400.960,8402.250,1.290,ok
1320,715.404738570,715.413140260,715.413140040,8401.690,8401.470,0.220,ok
1321,715.946755340,715.955160450,715.955163120,8405.110,8407.780,2.670,ok
1322,716.488759580,716.497219410,716.497161100,8459.830,8401.520,58.310,ok
1323,717.030793790,717.039196020,717.039176230,8402.230,8382.440,19.790,ok
1324,717.572837590,717.581246230,717.581246790,8408.640,8409.200,0.560,ok
1325,718.114816900,718.123221890,718.123219820,8404.990,8402.920,2.070,ok
1326,718.656935350,718.665337060,718.665338110,8401.710,8402.760,1.050,ok
1327,719.199012950,719.207417310,719.207415790,8404.360,8402.840,1.520,ok
1328,719.740971280,719.749377860,719.749373850,8406.580,8402.570,4.010,ok
1329,720.283074420,720.291472790,720.291476240,8398.370,8401.820,3.450,ok
1330,720.825100190,720.833503180,720.833504380,8402.990,8404.190,1.200,ok
1331,721.367154450,721.375558190,721.375557160,8403.740,8402.710,1.030,ok
1332,721.909247880,721.917648980,721.917650470,8401.100,8402.590,1.490,ok
1333,722.451309730,722.459714430,722.459713250,8404.700,8403.520,1.180,ok
1334,722.993263210,723.001669760,723.001666430,8406.550,8403.220,3.330,ok
1335,723.535294740,723.543699810,723.543698960,8405.070,8404.220,0.850,ok
1336,724.077401050,724.085805160,724.085802260,8404.110,8401.210,2.900,ok
1337,724.619410060,724.627815810,724.627815080,8405.750,8405.020,0.730,ok
1338,725.161550530,725.169956020,725.169953340,8405.490,8402.810,2.680,ok
1339,725.703599550,725.712001060,725.712006150,8401.510,8406.600,5.090,ok
1340,726.245616390,726.254007530,726.254019280,8391.140,8402.890,11.750,ok
1341,726.787757320,726.796161990,726.796161870,8404.670,8404.550,0.120,ok
1342,727.329796610,727.338207100,,8410.490,,,missing_rx2
1343,727.871856720,727.880262220,727.880257400,8405.500,8400.680,4.820,ok
1344,728.414014170,728.422412550,728.422415640,8398.380,8401.470,3.090,ok
1345,728.956100300,728.964508030,728.964503480,8407.730,8403.180,4.550,ok
1346,729.498148020,729.506547980,729.506546540,8399.960,8398.520,1.440,ok
1347,730.040279980,730.048683740,730.048684690,8403.760,8404.710,0.950,ok
1348,730.582379810,730.590784090,730.590787260,8404.280,8407.450,3.170,ok
1349,731.124407230,731.132809170,731.132810090,8401.940,8402.860,0.920,ok
1350,731.666559970,731.674964750,731.674963380,8404.780,8403.410,1.370,ok
1351,732.208643500,732.217044810,732.217046190,8401.310,8402.690,1.380,ok
1352,732.750729900,732.759140200,732.759139110,8410.300,8409.210,1.090,ok
1353,733.292833850,733.301235360,733.301237020,8401.510,8403.170,1.660,ok
1354,733.834902520,733.843310880,733.843310120,8408.360,8407.600,0.760,ok
1355,734.376927780,734.385331010,734.385381470,8403.230,8453.690,50.460,ok
1356,734.919056430,734.927461750,734.927460650,8405.320,8404.220,1.100,ok
1357,735.461120680,735.469526680,735.469523710,8406.000,8403.030,2.970,ok
1358,736.003149400,736.011552110,736.011551570,8402.710,8402.170,0.540,ok
1359,736.545271280,736.553672370,736.553674860,8401.090,8403.580,2.490,ok
1360,737.087316280,737.095722530,737.095722850,8406.250,8406.570,0.320,ok
1361,737.629350950,737.637752900,737.637755670,8401.950,8404.720,2.770,ok
1362,738.171497620,738.179898210,738.179898280,8400.590,8400.660,0.070,ok
1363,738.713564360,738.721978700,738.721976250,8414.340,8411.890,2.450,ok
1364,739.255667490,739.264069000,739.264069110,8401.510,8401.620,0.110,ok
1365,739.797817950,739.806219370,739.806222240,8401.420,8404.290,2.870,ok
1366,740.339934370,740.348339500,740.348340140,8405.130,8405.770,0.640,ok
1367,740.882029270,740.890440000,740.890437980,8410.730,8408.710,2.020,ok
1368,741.424208980,741.432609990,741.432610880,8401.010,8401.900,0.890,ok
1369,741.966351650,741.974760360,741.974763650,8408.710,8412.000,3.290,ok
1370,742.508436950,742.516835840,742.516836930,8398.890,8399.980,1.090,ok
1371,743.050569410,743.058970930,743.058974620,8401.520,8405.210,3.690,ok
1372,743.592657470,743.601061120,743.601062830,8403.650,8405.360,1.710,ok
1373,744.134679060,744.143080940,744.143080710,8401.880,8401.650,0.230,ok
1374,744.676780430,744.685182100,744.685183500,8401.670,8403.070,1.400,ok
1375,745.218872760,745.227287250,745.227286210,8414.490,8413.450,1.040,ok
1376,745.760875470,745.769277240,745.769279490,8401.770,8404.020,2.250,ok
1377,746.302993490,746.311407970,746.311407570,8414.480,8414.080,0.400,ok
1378,746.845143720,746.853543020,746.853604090,8399.300,8460.370,61.070,ok
1379,747.387172760,747.395573600,747.395573260,8400.840,8400.500,0.340,ok
1380,747.929245780,747.937648480,747.937651150,8402.700,8405.370,2.670,ok
1381,748.471398250,748.479799210,748.479811780,8400.960,8413.530,12.570,ok
1382,749.013506710,749.021909150,749.021910900,8402.440,8404.190,1.750,ok
1383,749.555666490,749.564069640,749.564069460,8403.150,8402.970,0.180,ok
1384,750.097721700,750.106124850,750.106127720,8403.150,8406.020,2.870,ok
1385,750.639779940,750.648179940,750.648180630,8400.000,8400.690,0.690,ok
1386,751.181860170,751.190265440,751.190263530,8405.270,8403.360,1.910,ok
1387,751.723969290,751.732371030,751.732371460,8401.740,8402.170,0.430,ok
1388,752.266017450,752.274420990,752.274419370,8403.540,8401.920,1.620,ok
1389,752.808151860,752.816556620,752.816557070,8404.760,8405.210,0.450,ok
1390,753.350268960,753.358671800,753.358670290,8402.840,8401.330,1.510,ok
1391,753.892322000,753.900727050,753.900723020,8405.050,8401.020,4.030,ok
1392,754.434479620,754.442882340,754.442880630,8402.720,8401.010,1.710,ok
1393,754.976558780,754.985029680,754.984964080,8470.900,8405.300,65.600,ok
1394,755.518648210,755.527052770,755.527051740,8404.560,8403.530,1.030,ok
1395,756.060819310,756.069223210,756.069219940,8403.900,8400.630,3.270,ok
1396,756.602918160,756.611323420,756.611322440,8405.260,8404.280,0.980,ok
1397,757.144931530,757.153333640,757.153335410,8402.110,8403.880,1.770,ok
1398,757.687054130,757.695459330,757.695525750,8405.200,8471.620,66.420,ok
1399,758.229092180,758.237504500,758.237506370,8412.320,8414.190,1.870,ok
1400,758.771092310,758.779494300,758.779494280,8401.990,8401.970,0.020,ok
1401,759.313239820,759.321640180,759.321642180,8400.360,8402.360,2.000,ok
1402,759.855301400,759.863778840,759.863719880,8477.440,8418.480,58.960,ok
1403,760.397333980,760.405740620,760.405738020,8406.640,8404.040,2.600,ok
1404,760.939446850,760.947855690,,8408.840,,,missing_rx2
1405,761.481519700,761.489926250,761.489923220,8406.550,8403.520,3.030,ok
1406,762.023556070,762.031961240,762.031961710,8405.170,8405.640,0.470,ok
1407,762.565679690,762.574081500,762.574084330,8401.810,8404.640,2.830,ok
1408,763.107689140,763.116097140,763.116097610,8408.000,8408.470,0.470,ok
1409,763.649701160,763.658107430,763.658105270,8406.270,8404.110,2.160,ok
1410,764.191859800,764.200277600,764.200278200,8417.800,8418.400,0.600,ok
1411,764.734027480,764.742491400,764.742431320,8463.920,8403.840,60.080,ok
1412,765.276120290,765.284528310,765.284528830,8408.020,8408.540,0.520,ok
1413,765.818212200,765.826613590,765.826612180,8401.390,8399.980,1.410,ok
1414,766.360309210,766.368714080,766.368714840,8404.870,8405.630,0.760,ok
1415,766.902351020,766.910754260,766.910752460,8403.240,8401.440,1.800,ok
1416,767.444383840,767.452789740,767.452785680,8405.900,8401.840,4.060,ok
1417,767.986516290,767.994919680,767.994918590,8403.390,8402.300,1.090,ok
1418,768.528575870,768.536980140,768.536981330,8404.270,8405.460,1.190,ok
1419,769.070563800,769.078965580,769.078969340,8401.780,8405.540,3.760,ok
1420,769.612606610,769.621010770,769.621012170,8404.160,8405.560,1.400,ok
1421,770.154577750,770.162980890,770.162980180,8403.140,8402.430,0.710,ok
1422,770.696663010,770.705076040,770.705073090,8413.030,8410.080,2.950,ok
1423,771.238711270,771.247116460,771.247116040,8405.190,8404.770,0.420,ok
1424,771.780746240,771.789151630,771.789148830,8405.390,8402.590,2.800,ok
1425,772.322857280,772.331262020,772.331261730,8404.740,8404.450,0.290,ok
1426,772.864909890,772.873312390,772.873315030,8402.500,8405.140,2.640,ok
1427,773.406871670,773.415277750,773.415277690,8406.080,8406.020,0.060,ok
1428,773.948959910,773.957363190,773.957365490,8403.280,8405.580,2.300,ok
1429,774.491096210,774.499503460,774.499498400,8407.250,8402.190,5.060,ok
1430,775.033158370,775.041572920,775.041571050,8414.550,8412.680,1.870,ok
1431,775.575283330,775.583688460,775.583684480,8405.130,8401.150,3.980,ok
1432,776.117445300,776.125849150,776.125847370,8403.850,8402.070,1.780,ok
1433,776.659506850,,776.667910000,,8403.150,,missing_rx1
1434,777.201575720,777.209979400,777.209977930,8403.680,8402.210,1.470,ok
1435,777.743710690,777.752114810,777.752116110,8404.120,8405.420,1.300,ok
1436,778.285754190,778.294160160,,8405.970,,,missing_rx2
1437,778.827856080,778.836260370,778.836258450,8404.290,8402.370,1.920,ok
1438,779.369958150,779.378360850,779.378360880,8402.700,8402.730,0.030,ok
1439,779.911996330,779.920400870,779.920453020,8404.540,8456.690,52.150,ok
1440,780.454134250,780.462536480,780.462536880,8402.230,8402.630,0.400,ok
1441,780.996234950,781.004636780,781.004634960,8401.830,8400.010,1.820,ok
1442,781.538329020,781.546730760,781.546728030,8401.740,8399.010,2.730,ok
1443,782.080511650,782.088917370,782.088915750,8405.720,8404.100,1.620,ok
1444,782.622691720,782.631091510,782.631094010,8399.790,8402.290,2.500,ok
1445,783.164801540,783.173207740,783.173206520,8406.200,8404.980,1.220,ok
1446,783.706952190,783.715358230,783.715354800,8406.040,8402.610,3.430,ok
1447,784.249134150,784.257538130,784.257537310,8403.980,8403.160,0.820,ok
1448,784.791207390,784.799623590,784.799625020,8416.200,8417.630,1.430,ok
1449,785.333399020,785.341804020,785.341803170,8405.000,8404.150,0.850,ok
1450,785.875507290,785.883914310,785.883910970,8407.020,8403.680,3.340,ok
1451,786.417552050,786.426022030,786.425954100,8469.980,8402.050,67.930,ok
1452,786.959642450,786.968044670,786.968046610,8402.220,8404.160,1.940,ok
1453,787.501726990,787.510129950,787.510197170,8402.960,8470.180,67.220,ok
1454,788.043701980,788.052105460,788.052107410,8403.480,8405.430,1.950,ok
1455,788.585807610,788.594210540,788.594210500,8402.930,8402.890,0.040,ok
1456,789.127886860,789.136290830,789.136324710,8403.970,8437.850,33.880,ok
1457,789.669884050,789.678286050,789.678286260,8402.000,8402.210,0.210,ok
1458,790.211954810,,790.220354300,,8399.490,,missing_rx1
1459,790.754069730,790.762481210,790.762482230,8411.480,8412.500,1.020,ok
1460,791.296146130,791.304553570,791.304550020,8407.440,8403.890,3.550,ok
1461,791.838338180,791.846741960,791.846738180,8403.780,8400.000,3.780,ok
1462,792.380424310,792.388827100,792.388831060,8402.790,8406.750,3.960,ok
1463,792.922547290,792.930952790,792.930948750,8405.500,8401.460,4.040,ok
1464,793.464720940,793.473121970,793.473121380,8401.030,8400.440,0.590,ok
1465,794.006873840,794.015278320,794.015274680,8404.480,8400.840,3.640,ok
1466,794.548984010,794.557388610,794.557387330,8404.600,8403.320,1.280,ok
1467,795.091126070,795.099528960,795.099530590,8402.890,8404.520,1.630,ok
1468,795.633263180,795.641664360,795.641663180,8401.180,8400.000,1.180,ok
1469,796.175334480,796.183739390,796.183741100,8404.910,8406.620,1.710,ok
1470,796.717477160,796.725879730,796.725877900,8402.570,8400.740,1.830,ok
1471,797.259649310,797.268054770,797.268052330,8405.460,8403.020,2.440,ok
1472,797.801744590,797.810145450,797.810144840,8400.860,8400.250,0.610,ok
1473,798.343890610,798.352295630,798.352268910,8405.020,8378.300,26.720,ok
1474,798.886032730,798.894435880,798.894435920,8403.150,8403.190,0.040,ok
1475,799.428114090,799.436515870,799.436518870,8401.780,8404.780,3.000,ok
1476,799.970221340,799.978626730,799.978626620,8405.390,8405.280,0.110,ok
1477,800.512293570,800.520696760,800.520699200,8403.190,8405.630,2.440,ok
1478,801.054266340,801.062671850,801.062667560,8405.510,8401.220,4.290,ok
1479,801.596344030,801.604742290,801.604703680,8398.260,8359.650,38.610,ok
1480,802.138407090,802.146817550,802.146818410,8410.460,8411.320,0.860,ok
1481,802.680470740,802.688872770,802.688876010,8402.030,8405.270,3.240,ok
1482,803.222621200,803.231023170,803.231024060,8401.970,8402.860,0.890,ok
1483,803.764707500,803.773113230,803.773111650,8405.730,8404.150,1.580,ok
1484,804.306774360,804.315178470,804.315179830,8404.110,8405.470,1.360,ok
1485,804.848890940,,,,,,missing_rx1_rx2
1486,805.390964640,805.399368700,805.399370360,8404.060,8405.720,1.660,ok
1487,805.933069180,805.941468830,805.941468610,8399.650,8399.430,0.220,ok
1488,806.475144420,806.483544480,806.483546440,8400.060,8402.020,1.960,ok
1489,807.017223420,807.025629980,807.025629220,8406.560,8405.800,0.760,ok
1490,807.559271930,807.567674990,807.567677280,8403.060,8405.350,2.290,ok
1491,808.101432530,808.109835430,808.109835090,8402.900,8402.560,0.340,ok
1492,808.643537510,808.651940520,808.651942760,8403.010,8405.250,2.240,ok
1493,809.185600540,809.194073080,809.194005690,8472.540,8405.150,67.390,ok
